Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,POWER CONNECT ELECTRIC CORP,Women (Non-Minority),electrical,No Subcontract Payments Submitted,Construction Services,182000,182000,0,9/23/2024,9/22/2025,022,Yes,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,YABOO FENCE COMPANY INC,Women (Non-Minority),fence,No Subcontract Payments Submitted,Construction Services,41225,41225,0,9/23/2024,9/22/2025,021,Yes,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,Sports GM Painting Corp,Non-M/WBE,color seal coating,No Subcontract Payments Submitted,Construction Services,65400,65400,0,9/23/2024,9/22/2025,027,Yes,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,WBE UNLIMITED CORP.,Women (Non-Minority),"excavation, pavement",No Subcontract Payments Submitted,Construction Services,451220,451220,0,9/23/2024,9/22/2025,023,Yes,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,EARTH REPAIR LLC,Non-M/WBE,clearing existing storm sewer,No Subcontract Payments Submitted,Construction Services,3000,3000,0,9/23/2024,9/22/2025,019,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,"AMERICAN ENGINEERING SERVICES, P.C.",Non-M/WBE,surveyor,No Subcontract Payments Submitted,Construction Services,15000,15000,0,9/23/2024,9/22/2025,020,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,PIONEER LANDSCAPING & ASPHALT PAVING INC,Non-M/WBE,asphalt paving,No Subcontract Payments Submitted,Construction Services,144976.25,144976.25,0,9/23/2024,9/22/2025,025,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,JC Transport Inc,Hispanic American,trucking and disposal,ACCO Canceled Subcontract,Construction Services,52500,52500,0,9/23/2024,9/22/2025,030,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,JB GARDENS INC,Black American,landscaping,No Subcontract Payments Submitted,Construction Services,117477,117477,0,9/23/2024,9/22/2025,024,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,IN-CITY ENTERPRISES INC,Black American,steel fence,No Subcontract Payments Submitted,Construction Services,96800,96800,0,9/23/2024,9/22/2025,028,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,"Fresh Meadow Mechanical Plumbing, LLC",Non-M/WBE,plumbing,No Subcontract Payments Submitted,Construction Services,110500,110500,0,9/23/2024,9/22/2025,026,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,CONCRETE CUTTING CO.,Non-M/WBE,core drilling,No Subcontract Payments Submitted,Construction Services,10000,10000,0,9/23/2024,9/22/2025,029,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,JC Transport Inc,Hispanic American,TRUCKING & DISPOSAL,ACCO Reviewing Subcontract,Construction Services,52500,52500,0,9/23/2024,9/22/2025,018,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,CONCRETE CUTTING CO.,Non-M/WBE,core drilling,ACCO Reviewing Subcontract,Construction Services,10000,10000,0,9/23/2024,9/23/2025,017,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,IN-CITY ENTERPRISES INC,Black American,steel fence,ACCO Reviewing Subcontract,Construction Services,96800,96800,0,9/26/2024,9/22/2025,014,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,YABOO FENCE COMPANY INC,Women (Non-Minority),fence,ACCO Reviewing Subcontract,Construction Services,41225,41225,0,9/26/2024,9/20/2025,011,Yes,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,Sports GM Painting Corp,Hispanic American,Color Seal Coat,ACCO Reviewing Subcontract,Construction Services,65400,65400,0,9/26/2024,9/22/2025,016,Yes,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,PIONEER LANDSCAPING & ASPHALT PAVING INC,Non-M/WBE,asphalt paving,ACCO Reviewing Subcontract,Construction Services,144976,144976,0,9/26/2024,9/22/2025,015,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,WBE UNLIMITED CORP.,Women (Non-Minority),"excavation, concrete pavement, site accessories",ACCO Reviewing Subcontract,Construction Services,451220,451220,0,9/26/2024,9/22/2025,012,Yes,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,"Fresh Meadow Mechanical Plumbing, LLC",Non-M/WBE,plumbing,ACCO Reviewing Subcontract,Construction Services,110500,110500,0,9/26/2024,9/22/2025,013,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,"AMERICAN ENGINEERING SERVICES, P.C.",Non-M/WBE,surveyor,ACCO Reviewing Subcontract,Construction Services,15000,15000,0,9/23/2024,9/22/2025,008,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,EARTH REPAIR LLC,Non-M/WBE,clearing sewer pipe,ACCO Reviewing Subcontract,Construction Services,3000,3000,0,9/23/2024,9/22/2025,007,No ,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,POWER CONNECT ELECTRIC CORP,Women (Non-Minority),electrical,ACCO Reviewing Subcontract,Construction Services,182000,182000,0,9/23/2024,9/22/2025,010,Yes,No 
CT184620258802249,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q301-121M Jamaica Playground Multi-Purpose Play Area Reconst,0,0,0,9/23/2024,9/23/2025,9/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0022001,,0,0,JB GARDENS INC,Black American,Landscaping,ACCO Reviewing Subcontract,Construction Services,117477,117477,0,9/23/2024,9/22/2025,009,No ,No 
CT184620258802072,yes,Prime Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,3344000,3344000,898911.66,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,1015783503,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,,,Not Applicable,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,JC Transport Inc,Hispanic American,trucking and disposal,ACCO Reviewing Subcontract,Construction Services,8000,8000,0,9/16/2024,12/14/2025,021,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,IN-CITY ENTERPRISES INC,Black American,steel fence,No Subcontract Payments Submitted,Construction Services,2000,2000,0,9/16/2024,12/14/2025,019,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,"AMERICAN ENGINEERING SERVICES, P.C.",Non-M/WBE,surveyor,No Subcontract Payments Submitted,Construction Services,20000,20000,0,9/16/2024,12/14/2025,017,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,"Fresh Meadow Mechanical Plumbing, LLC",Non-M/WBE,plumbing,No Subcontract Payments Submitted,Construction Services,24032,24032,0,9/16/2024,12/14/2025,018,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,YABOO FENCE COMPANY INC,Women (Non-Minority),fence,No Subcontract Payments Submitted,Construction Services,266845,266845,0,9/16/2024,12/14/2025,015,Yes,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,MAINSTREAM ELECTRIC INC,Black American,electrical,No Subcontract Payments Submitted,Construction Services,530000,530000,0,9/16/2024,12/14/2025,022,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,"FAMILY TREE SERVICE, INC.",Women (Non-Minority),landscaping,No Subcontract Payments Submitted,Construction Services,193317.5,193317.5,0,9/16/2024,12/14/2025,016,Yes,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,PIONEER LANDSCAPING & ASPHALT PAVING INC,Non-M/WBE,asphalt paving,No Subcontract Payments Submitted,Construction Services,192699,192699,0,9/16/2024,12/14/2025,020,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,WBE UNLIMITED CORP.,Women (Non-Minority),F & I benches,No Subcontract Payments Submitted,Construction Services,108000,108000,0,9/16/2024,12/4/2025,014,Yes,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,JC Transport Inc,Hispanic American,remove & dispose of contaminated soil,ACCO Reviewing Subcontract,Construction Services,8000,8000,0,9/16/2024,12/14/2025,011,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,PIONEER LANDSCAPING & ASPHALT PAVING INC,Non-M/WBE,asphalt paving,ACCO Reviewing Subcontract,Construction Services,192699,192699,0,9/16/2024,12/14/2025,010,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,IN-CITY ENTERPRISES INC,Black American,steel fence,ACCO Reviewing Subcontract,Construction Services,2000,2000,0,9/16/2024,12/14/2025,009,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,WBE UNLIMITED CORP.,Women (Non-Minority),concrete curb,ACCO Reviewing Subcontract,Construction Services,141400,141400,0,9/16/2024,12/14/2025,012,Yes,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,"AMERICAN ENGINEERING SERVICES, P.C.",Non-M/WBE,surveying,ACCO Reviewing Subcontract,Construction Services,20000,20000,0,9/16/2024,12/14/2025,007,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,YABOO FENCE COMPANY INC,Women (Non-Minority),fence,ACCO Reviewing Subcontract,Construction Services,266845,266845,0,9/16/2024,12/14/2025,005,Yes,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,"FAMILY TREE SERVICE, INC.",Women (Non-Minority),landscaping,ACCO Reviewing Subcontract,Construction Services,193317.5,193317.5,0,9/16/2024,12/14/2025,006,Yes,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,"Fresh Meadow Mechanical Plumbing, LLC",Non-M/WBE,plumbing,ACCO Reviewing Subcontract,Construction Services,24032,24032,0,9/16/2024,12/14/2025,008,No ,No 
CT184620258802072,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,Q004-122M: Astoria Park Great Lawn Pathways Reconstruction,0,0,0,9/16/2024,12/14/2025,9/12/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0053001,,0,0,MAINSTREAM ELECTRIC INC,Black American,electrical,ACCO Reviewing Subcontract,Construction Services,530000,530000,0,9/16/2024,12/14/2025,013,No ,No 
CT184620258802015,yes,Prime Vendor,VERDUGOS GENERAL CONTRACTORS CORP,Hispanic American,Q267-120M Court Square Park Reconstruction,2407675.31,2407675.31,0,1/6/2025,1/5/2026,10/2/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0055001,,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,,,Not Applicable,No ,No 
CT184620258802015,yes,Sub Vendor,VERDUGOS GENERAL CONTRACTORS CORP,Hispanic American,Q267-120M Court Square Park Reconstruction,0,0,0,1/6/2025,1/5/2026,10/2/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0055001,,0,0,"Paul Bunyon Tree Care, Inc.",Women (Non-Minority),Tree Specialist (Pruning and Removals),ACCO Reviewing Subcontract,Construction Services,27450,27450,0,2/21/2025,2/28/2025,004,Yes,No 
CT184620258802015,yes,Sub Vendor,VERDUGOS GENERAL CONTRACTORS CORP,Hispanic American,Q267-120M Court Square Park Reconstruction,0,0,0,1/6/2025,1/5/2026,10/2/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0055001,,0,0,TWIN PEAKS INC,Non-M/WBE,Inspection,ACCO Canceled Subcontract,Construction Services,5000,5000,0,1/11/2025,1/15/2025,003,No ,No 
CT184620258802015,yes,Sub Vendor,VERDUGOS GENERAL CONTRACTORS CORP,Hispanic American,Q267-120M Court Square Park Reconstruction,0,0,0,1/6/2025,1/5/2026,10/2/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0055001,,0,0,CRAIG SULLIVAN THE AVANT GARDNER LLC,Non-M/WBE,Landscaping (Plant Materials),ACCO Reviewing Subcontract,Construction Services,57879,57879,0,4/1/2025,6/1/2025,001,No ,No 
CT184620258802015,yes,Sub Vendor,VERDUGOS GENERAL CONTRACTORS CORP,Hispanic American,Q267-120M Court Square Park Reconstruction,0,0,0,1/6/2025,1/5/2026,10/2/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0055001,,0,0,ALKEM ELECTRICAL CORP,Black American,Electrical Work,ACCO Reviewing Subcontract,Construction Services,20000,20000,0,3/1/2025,6/1/2025,002,No ,No 
